Inhibitor	Direction	Deletion
159	22Dipyridyl	down	YDR248C
160	22Dipyridyl	down	YDR314C
161	22Dipyridyl	down	YOL110W
162	22Dipyridyl	down	YPL183C
163	22Dipyridyl	down	YBL094C
164	22Dipyridyl	down	YDL204W
165	22Dipyridyl	down	YGR249W
166	22Dipyridyl	down	YDR262W
167	22Dipyridyl	down	YJR001W
168	22Dipyridyl	down	YLR227C
169	22Dipyridyl	down	YGL199C
170	22Dipyridyl	down	YDR505C
171	22Dipyridyl	down	YPL253C
172	22Dipyridyl	down	YJL105W
173	22Dipyridyl	down	YNL170W
174	22Dipyridyl	down	YCR102C
175	22Dipyridyl	down	YCR087W
176	22Dipyridyl	down	YPL018W
177	22Dipyridyl	down	YHL031C
178	22Dipyridyl	down	YOR269W
179	22Dipyridyl	down	YFR009W
180	22Dipyridyl	down	YPL079W
181	22Dipyridyl	down	YIL098C
182	22Dipyridyl	down	YML036W
183	22Dipyridyl	down	YDR260C
184	22Dipyridyl	down	YER075C
185	22Dipyridyl	down	YKL200C
186	22Dipyridyl	down	YBR232C
187	22Dipyridyl	down	YKL146W
188	22Dipyridyl	down	YKL098W
189	22Dipyridyl	down	YOL105C
190	22Dipyridyl	down	YIR005W
191	22Dipyridyl	down	YDR143C
192	22Dipyridyl	down	YOR213C
193	22Dipyridyl	down	YOR171C
194	22Dipyridyl	down	YAL058C-A
195	22Dipyridyl	down	YNL065W
196	22Dipyridyl	down	YPL178W
197	22Dipyridyl	down	YGR069W
198	22Dipyridyl	down	YBR292C
199	22Dipyridyl	down	YDR424C
200	22Dipyridyl	down	YLR335W
201	22Dipyridyl	down	YNR030W
202	22Dipyridyl	down	YNR034W
203	22Dipyridyl	down	YNL326C
204	22Dipyridyl	down	YKR087C
205	22Dipyridyl	down	YPL166W
206	22Dipyridyl	down	YIL156W
207	22Dipyridyl	down	YIL110W
208	22Dipyridyl	down	YGL213C
209	22Dipyridyl	down	YBR161W
210	22Dipyridyl	down	YLR348C
211	22Dipyridyl	down	YLL049W
212	22Dipyridyl	down	YDR293C
213	22Dipyridyl	down	YGR143W
214	22Dipyridyl	down	YNL168C
215	22Dipyridyl	down	YOR058C
216	22Dipyridyl	down	YER155C
217	22Dipyridyl	down	YOL091W
218	22Dipyridyl	down	YLR285W
219	22Dipyridyl	down	YOR215C
220	22Dipyridyl	down	YOR350C
221	22Dipyridyl	down	YBR119W
222	22Dipyridyl	down	YDR483W
223	22Dipyridyl	down	YPL140C
224	22Dipyridyl	down	YAL030W
225	22Dipyridyl	down	YPL022W
226	22Dipyridyl	down	YBR219C
227	22Dipyridyl	down	YGL067W
228	22Dipyridyl	down	YGR051C
229	22Dipyridyl	down	YOR253W
230	22Dipyridyl	down	YFL010C
231	22Dipyridyl	down	YLR048W
232	22Dipyridyl	down	YJR115W
233	22Dipyridyl	down	YBL101C
234	22Dipyridyl	down	YOR327C
235	22Dipyridyl	down	YHL047C
236	22Dipyridyl	down	YKR092C
237	22Dipyridyl	down	YLR391W
238	22Dipyridyl	down	YLR144C
239	22Dipyridyl	down	YJL158C
240	22Dipyridyl	down	YPR150W
1100	24Dimethylimidazole	up	YCL023C
241	24Dimethylimidazole	up	YKR054C
35	24Dimethylimidazole	up	YER121W
41	24Dimethylimidazole	up	YLR363C
51	24Dimethylimidazole	up	YLR375W
61	24Dimethylimidazole	up	YMR192W
71	24Dimethylimidazole	up	YGL051W
81	24Dimethylimidazole	up	YDR093W
91	24Dimethylimidazole	up	YBR168W
101	24Dimethylimidazole	up	YGR050C
1110	24Dimethylimidazole	up	YIL146C
1210	24Dimethylimidazole	up	YJL036W
1310	24Dimethylimidazole	up	YMR164C
1410	24Dimethylimidazole	up	YBR161W
1510	24Dimethylimidazole	up	YHL030W
1610	24Dimethylimidazole	up	YOR113W
1710	24Dimethylimidazole	up	YMR086W
1810	24Dimethylimidazole	up	YLR377C
1910	24Dimethylimidazole	up	YNR067C
2010	24Dimethylimidazole	up	YKL074C
2110	24Dimethylimidazole	up	YFL014W
2210	24Dimethylimidazole	up	YPR114W
2310	24Dimethylimidazole	up	YCL064C
242	24Dimethylimidazole	up	YHR125W
251	24Dimethylimidazole	up	YKR080W
261	24Dimethylimidazole	up	YMR021C
271	24Dimethylimidazole	up	YCR020C-A
281	24Dimethylimidazole	up	YGL262W
291	24Dimethylimidazole	up	YOR304C-A
301	24Dimethylimidazole	up	YJR077C
31	24Dimethylimidazole	up	YEL016C
32	24Dimethylimidazole	up	YOR026W
33	24Dimethylimidazole	up	YMR176W
34	24Dimethylimidazole	up	YKR030W
104	24Dimethylimidazole	down	YML022W
105	24Dimethylimidazole	down	YGL005C
106	24Dimethylimidazole	down	YIL111W
107	24Dimethylimidazole	down	YEL014C
108	24Dimethylimidazole	down	YGL031C
109	24Dimethylimidazole	down	YOL055C
110	24Dimethylimidazole	down	YKL047W
111	24Dimethylimidazole	down	YJL047C
112	24Dimethylimidazole	down	YPL067C
113	24Dimethylimidazole	down	YER142C
114	24Dimethylimidazole	down	YGR079W
115	24Dimethylimidazole	down	YHR043C
116	24Dimethylimidazole	down	YNL072W
117	24Dimethylimidazole	down	YDR477W
118	24Dimethylimidazole	down	YMR058W
119	24Dimethylimidazole	down	YER001W
120	24Dimethylimidazole	down	YGR230W
1211	24Dimethylimidazole	down	YIL145C
1221	24Dimethylimidazole	down	YMR214W
1231	24Dimethylimidazole	down	YGR249W
1241	24Dimethylimidazole	down	YBR024W
1251	24Dimethylimidazole	down	YML020W
1261	24Dimethylimidazole	down	YNL162W
1271	24Dimethylimidazole	down	YJR099W
1281	24Dimethylimidazole	down	YJL083W
1291	24Dimethylimidazole	down	YGR055W
1301	24Dimethylimidazole	down	YDR155C
1311	24Dimethylimidazole	down	YAL055W
1321	24Dimethylimidazole	down	YER024W
1331	24Dimethylimidazole	down	YCL016C
1341	24Dimethylimidazole	down	YKR021W
1351	24Dimethylimidazole	down	YOR381W
1361	24Dimethylimidazole	down	YPL123C
1371	24Dimethylimidazole	down	YFR053C
1381	24Dimethylimidazole	down	YLR189C
1391	24Dimethylimidazole	down	YDR340W
1401	24Dimethylimidazole	down	YGR023W
1411	24Dimethylimidazole	down	YFL048C
1421	24Dimethylimidazole	down	YLR013W
1431	24Dimethylimidazole	down	YJL057C
1441	24Dimethylimidazole	down	YKL091C
1451	24Dimethylimidazole	down	YKL127W
1461	24Dimethylimidazole	down	YOL128C
1471	24Dimethylimidazole	down	YKR023W
1481	24Dimethylimidazole	down	YHL028W
1491	24Dimethylimidazole	down	YLR136C
1501	24Dimethylimidazole	down	YNL193W
1511	24Dimethylimidazole	down	YMR274C
1521	24Dimethylimidazole	down	YGR080W
1531	24Dimethylimidazole	down	YER063W
1541	24Dimethylimidazole	down	YPL112C
1551	24Dimethylimidazole	down	YPL027W
1561	24Dimethylimidazole	down	YGL260W
1571	24Dimethylimidazole	down	YJR116W
1581	24Dimethylimidazole	down	YJL193W
1591	24Dimethylimidazole	down	YML117W-A
1601	24Dimethylimidazole	down	YFL025C
1611	24Dimethylimidazole	down	YER095W
1621	24Dimethylimidazole	down	YNL083W
1631	24Dimethylimidazole	down	YOR006C
1641	24Dimethylimidazole	down	YKL109W
1651	24Dimethylimidazole	down	YLR335W
1661	24Dimethylimidazole	down	YER161C
1671	24Dimethylimidazole	down	YOR050C
1681	24Dimethylimidazole	down	YMR263W
1691	24Dimethylimidazole	down	YKL072W
1701	24Dimethylimidazole	down	YDL013W
1711	24Dimethylimidazole	down	YNR022C
1721	24Dimethylimidazole	down	YKL001C
1731	24Dimethylimidazole	down	YHR139C-A
1741	24Dimethylimidazole	down	YIL102C
1751	24Dimethylimidazole	down	YEL017C-A
1761	24Dimethylimidazole	down	YLR268W
1771	24Dimethylimidazole	down	YPL116W
1781	24Dimethylimidazole	down	YNL249C
1791	24Dimethylimidazole	down	YBL039C
1801	24Dimethylimidazole	down	YOL003C
1811	24Dimethylimidazole	down	YNL069C
1821	24Dimethylimidazole	down	YDR514C
1831	24Dimethylimidazole	down	YKR074W
1841	24Dimethylimidazole	down	YDR467C
1851	24Dimethylimidazole	down	YML063W
1861	24Dimethylimidazole	down	YOR376W
1871	24Dimethylimidazole	down	YIR013C
1881	24Dimethylimidazole	down	YBR141C
1891	24Dimethylimidazole	down	YNR028W
1901	24Dimethylimidazole	down	YER088C
1911	24Dimethylimidazole	down	YKR057W
1921	24Dimethylimidazole	down	YMR031W-A
1931	24Dimethylimidazole	down	YOL028C
1941	24Dimethylimidazole	down	YML059C
1951	24Dimethylimidazole	down	YPL091W
1961	24Dimethylimidazole	down	YOR018W
1971	24Dimethylimidazole	down	YMR302C
1981	24Dimethylimidazole	down	YLR368W
1991	24Dimethylimidazole	down	YEL033W
2001	24Dimethylimidazole	down	YMR039C
2011	24Dimethylimidazole	down	YNL127W
2021	24Dimethylimidazole	down	YOR269W
2031	24Dimethylimidazole	down	YOR179C
2041	24Dimethylimidazole	down	YGL158W
2051	24Dimethylimidazole	down	YDR516C
2061	24Dimethylimidazole	down	YOR299W
1101	26Dimethylpyrazine	up	YHR087W
243	26Dimethylpyrazine	up	YDR233C
310	26Dimethylpyrazine	up	YAL004W
410	26Dimethylpyrazine	up	YKR052C
510	26Dimethylpyrazine	up	YCL014W
610	26Dimethylpyrazine	up	YKR098C
710	26Dimethylpyrazine	up	YLL062C
810	26Dimethylpyrazine	up	YMR173W-A
910	26Dimethylpyrazine	up	YBR015C
1010	26Dimethylpyrazine	up	YML090W
1111	26Dimethylpyrazine	up	YGR283C
1212	26Dimethylpyrazine	up	YKL027W
1312	26Dimethylpyrazine	up	YGR229C
1412	26Dimethylpyrazine	up	YPR157W
1512	26Dimethylpyrazine	up	YHL026C
1612	26Dimethylpyrazine	up	YFL010W-A
1712	26Dimethylpyrazine	up	YML041C
1812	26Dimethylpyrazine	up	YLR449W
1912	26Dimethylpyrazine	up	YGL131C
2012	26Dimethylpyrazine	up	YGL214W
2111	26Dimethylpyrazine	up	YBR245C
2211	26Dimethylpyrazine	up	YFR026C
2311	26Dimethylpyrazine	up	YDL236W
244	26Dimethylpyrazine	up	YAL026C
252	26Dimethylpyrazine	up	YOR065W
262	26Dimethylpyrazine	up	YOR192C
272	26Dimethylpyrazine	up	YFL044C
282	26Dimethylpyrazine	up	YGR205W
292	26Dimethylpyrazine	up	YOR010C
302	26Dimethylpyrazine	up	YLR072W
311	26Dimethylpyrazine	up	YOR050C
321	26Dimethylpyrazine	up	YLR453C
331	26Dimethylpyrazine	up	YDL128W
341	26Dimethylpyrazine	up	YJL150W
351	26Dimethylpyrazine	up	YML029W
36	26Dimethylpyrazine	up	YGL139W
37	26Dimethylpyrazine	up	YLR391W
38	26Dimethylpyrazine	up	YJL122W
39	26Dimethylpyrazine	up	YOR208W
40	26Dimethylpyrazine	up	YPL034W
411	26Dimethylpyrazine	up	YNL320W
42	26Dimethylpyrazine	up	YGL231C
43	26Dimethylpyrazine	up	YIL145C
44	26Dimethylpyrazine	up	YBR286W
45	26Dimethylpyrazine	up	YJL044C
46	26Dimethylpyrazine	up	YIL137C
47	26Dimethylpyrazine	up	YLR096W
48	26Dimethylpyrazine	up	YLR377C
49	26Dimethylpyrazine	up	YGL036W
50	26Dimethylpyrazine	up	YPR091C
511	26Dimethylpyrazine	up	YOR062C
52	26Dimethylpyrazine	up	YLR289W
53	26Dimethylpyrazine	up	YML129C
54	26Dimethylpyrazine	up	YER170W
55	26Dimethylpyrazine	up	YOL043C
56	26Dimethylpyrazine	up	YCR073C
57	26Dimethylpyrazine	up	YPL102C
58	26Dimethylpyrazine	up	YOR097C
59	26Dimethylpyrazine	up	YGR182C
60	26Dimethylpyrazine	up	YFL015C
611	26Dimethylpyrazine	up	YGR123C
62	26Dimethylpyrazine	up	YLR263W
63	26Dimethylpyrazine	up	YIL040W
64	26Dimethylpyrazine	up	YMR068W
65	26Dimethylpyrazine	down	YMR080C
66	26Dimethylpyrazine	down	YOR239W
67	26Dimethylpyrazine	down	YGL154C
68	26Dimethylpyrazine	down	YDR533C
69	26Dimethylpyrazine	down	YEL037C
70	26Dimethylpyrazine	down	YDR528W
711	26Dimethylpyrazine	down	YOL029C
72	26Dimethylpyrazine	down	YML111W
73	26Dimethylpyrazine	down	YGL235W
74	26Dimethylpyrazine	down	YJR003C
75	26Dimethylpyrazine	down	YMR190C
76	26Dimethylpyrazine	down	YMR246W
77	26Dimethylpyrazine	down	YDR474C
78	26Dimethylpyrazine	down	YMR105C
79	26Dimethylpyrazine	down	YIL030C
80	26Dimethylpyrazine	down	YCR044C
811	26Dimethylpyrazine	down	YNL309W
82	26Dimethylpyrazine	down	YDL182W
83	26Dimethylpyrazine	down	YLR327C
84	26Dimethylpyrazine	down	YGR093W
85	26Dimethylpyrazine	down	YLR028C
86	26Dimethylpyrazine	down	YAL042W
87	26Dimethylpyrazine	down	YFL013C
88	26Dimethylpyrazine	down	YPL208W
89	26Dimethylpyrazine	down	YPL202C
90	26Dimethylpyrazine	down	YNR063W
911	26Dimethylpyrazine	down	YNL336W
92	26Dimethylpyrazine	down	YKR067W
93	26Dimethylpyrazine	down	YNL237W
94	26Dimethylpyrazine	down	YGR049W
95	26Dimethylpyrazine	down	YGL160W
96	26Dimethylpyrazine	down	YIL141W
97	26Dimethylpyrazine	down	YCL048W
98	26Dimethylpyrazine	down	YAL066W
99	26Dimethylpyrazine	down	YMR244C-A
100	26Dimethylpyrazine	down	YIL101C
1011	26Dimethylpyrazine	down	YDR263C
102	26Dimethylpyrazine	down	YDR423C
103	26Dimethylpyrazine	down	YGR071C
1041	26Dimethylpyrazine	down	YMR009W
1051	26Dimethylpyrazine	down	YMR177W
1061	26Dimethylpyrazine	down	YGR077C
1071	26Dimethylpyrazine	down	YBR239C
1081	26Dimethylpyrazine	down	YNL171C
1091	26Dimethylpyrazine	down	YDR309C
1102	26Dimethylpyrazine	down	YER065C
1112	26Dimethylpyrazine	down	YDR165W
1121	26Dimethylpyrazine	down	YMR007W
1131	26Dimethylpyrazine	down	YPL155C
1141	26Dimethylpyrazine	down	YOR070C
1151	26Dimethylpyrazine	down	YLR236C
1161	26Dimethylpyrazine	down	YOR118W
1103	2Methylimidazole	up	YGR106C
245	2Methylimidazole	up	YOR297C
312	2Methylimidazole	up	YKR023W
412	2Methylimidazole	up	YMR130W
512	2Methylimidazole	up	YLR337C
612	2Methylimidazole	up	YBR222C
712	2Methylimidazole	up	YAR043C
812	2Methylimidazole	up	YBR114W
912	2Methylimidazole	up	YCL014W
1012	2Methylimidazole	up	YNL100W
1113	2Methylimidazole	up	YOL091W
1213	2Methylimidazole	up	YOR325W
1313	2Methylimidazole	up	YCL001W
1413	2Methylimidazole	up	YDL197C
1513	2Methylimidazole	up	YMR172C-A
1613	2Methylimidazole	up	YDL083C
1713	2Methylimidazole	up	YFL028C
1813	2Methylimidazole	up	YNL162W
1913	2Methylimidazole	up	YLR044C
2013	2Methylimidazole	up	YGR028W
2112	2Methylimidazole	up	YNR048W
2212	2Methylimidazole	up	YIL105C
2312	2Methylimidazole	up	YKR044W
246	2Methylimidazole	up	YOR265W
253	2Methylimidazole	up	YGL253W
263	2Methylimidazole	up	YDR209C
273	2Methylimidazole	up	YIR025W
283	2Methylimidazole	up	YHR134W
631	2Methylimidazole	down	YOL019W
641	2Methylimidazole	down	YKR088C
651	2Methylimidazole	down	YHL039W
661	2Methylimidazole	down	YPL089C
671	2Methylimidazole	down	YLR253W
681	2Methylimidazole	down	YHL032C
691	2Methylimidazole	down	YFR040W
701	2Methylimidazole	down	YOL037C
713	2Methylimidazole	down	YDL171C
721	2Methylimidazole	down	YBR077C
731	2Methylimidazole	down	YGR149W
741	2Methylimidazole	down	YOR017W
751	2Methylimidazole	down	YHR210C
761	2Methylimidazole	down	YJR090C
771	2Methylimidazole	down	YPL141C
781	2Methylimidazole	down	YOR383C
791	2Methylimidazole	down	YDR395W
801	2Methylimidazole	down	YOR140W
813	2Methylimidazole	down	YFL013W-A
821	2Methylimidazole	down	YFL049W
831	2Methylimidazole	down	YLR307W
841	2Methylimidazole	down	YNL074C
851	2Methylimidazole	down	YCL075W
861	2Methylimidazole	down	YJL046W
871	2Methylimidazole	down	YAL023C
881	2Methylimidazole	down	YMR177W
891	2Methylimidazole	down	YJL071W
901	2Methylimidazole	down	YOR039W
913	2Methylimidazole	down	YAL017W
921	2Methylimidazole	down	YLL024C
931	2Methylimidazole	down	YER124C
941	2Methylimidazole	down	YJR003C
951	2Methylimidazole	down	YGL077C
961	2Methylimidazole	down	YGR109C
971	2Methylimidazole	down	YKR072C
981	2Methylimidazole	down	YJR053W
991	2Methylimidazole	down	YCL048W
1001	2Methylimidazole	down	YBL082C
1013	2Methylimidazole	down	YKR043C
1021	2Methylimidazole	down	YBR207W
1031	2Methylimidazole	down	YKL156W
1042	2Methylimidazole	down	YNL254C
1052	2Methylimidazole	down	YJR140C
1062	2Methylimidazole	down	YBL072C
1072	2Methylimidazole	down	YGR235C
1082	2Methylimidazole	down	YJL151C
1092	2Methylimidazole	down	YHR151C
1104	2Methylimidazole	down	YOL042W
1114	2Methylimidazole	down	YJL108C
1122	2Methylimidazole	down	YER090W
1132	2Methylimidazole	down	YGR212W
1142	2Methylimidazole	down	YLR250W
1152	2Methylimidazole	down	YOR269W
1162	2Methylimidazole	down	YLR273C
1171	2Methylimidazole	down	YGL125W
1181	2Methylimidazole	down	YNR065C
1191	2Methylimidazole	down	YMR226C
1201	2Methylimidazole	down	YGL046W
1214	2Methylimidazole	down	YHR076W
1222	2Methylimidazole	down	YER115C
1232	2Methylimidazole	down	YPL212C
1242	2Methylimidazole	down	YDR378C
1105	45Methylimidazole	up	YIR024C
247	45Methylimidazole	up	YER020W
313	45Methylimidazole	up	YML076C
413	45Methylimidazole	up	YFL041W
513	45Methylimidazole	up	YHR039C
613	45Methylimidazole	up	YCR062W
714	45Methylimidazole	up	YPL089C
814	45Methylimidazole	up	YDR317W
914	45Methylimidazole	up	YKL100C
1014	45Methylimidazole	up	YDR501W
1115	45Methylimidazole	up	YDR244W
1215	45Methylimidazole	up	YJL187C
1314	45Methylimidazole	up	YGR184C
1414	45Methylimidazole	up	YER144C
1514	45Methylimidazole	up	YCR090C
1614	45Methylimidazole	up	YAL023C
1714	45Methylimidazole	up	YMR085W
1814	45Methylimidazole	up	YIL141W
1914	45Methylimidazole	up	YDR503C
2014	45Methylimidazole	up	YDL127W
2113	45Methylimidazole	up	YLR239C
2213	45Methylimidazole	up	YOL039W
2313	45Methylimidazole	up	YGL035C
248	45Methylimidazole	up	YCL062W
254	45Methylimidazole	up	YKL161C
264	45Methylimidazole	up	YNL085W
274	45Methylimidazole	up	YNL024C
284	45Methylimidazole	up	YOR002W
293	45Methylimidazole	up	YLR438W
303	45Methylimidazole	up	YPL136W
314	45Methylimidazole	up	YPL227C
322	45Methylimidazole	up	YJL036W
332	45Methylimidazole	up	YNL144C
342	45Methylimidazole	up	YMR025W
352	45Methylimidazole	up	YLR077W
361	45Methylimidazole	up	YEL038W
371	45Methylimidazole	up	YML055W
381	45Methylimidazole	up	YJL133W
391	45Methylimidazole	up	YBR145W
401	45Methylimidazole	up	YHR087W
414	45Methylimidazole	up	YLR344W
421	45Methylimidazole	up	YNL179C
431	45Methylimidazole	up	YFL030W
441	45Methylimidazole	up	YGR109C
451	45Methylimidazole	up	YBR258C
461	45Methylimidazole	up	YDR215C
471	45Methylimidazole	up	YHR137W
481	45Methylimidazole	up	YDL210W
491	45Methylimidazole	up	YGL083W
501	45Methylimidazole	up	YNL295W
514	45Methylimidazole	up	YJL169W
521	45Methylimidazole	up	YDR122W
531	45Methylimidazole	up	YLL045C
541	45Methylimidazole	up	YOL083W
551	45Methylimidazole	up	YDR093W
561	45Methylimidazole	up	YHL024W
571	45Methylimidazole	up	YDR116C
581	45Methylimidazole	up	YMR021C
591	45Methylimidazole	up	YDL231C
601	45Methylimidazole	up	YCR082W
614	45Methylimidazole	up	YPL259C
621	45Methylimidazole	up	YKL053C-A
632	45Methylimidazole	up	YOL043C
642	45Methylimidazole	up	YOR089C
652	45Methylimidazole	up	YGL217C
662	45Methylimidazole	up	YPL003W
672	45Methylimidazole	up	YMR278W
682	45Methylimidazole	up	YNL257C
692	45Methylimidazole	up	YBR082C
702	45Methylimidazole	up	YER123W
715	45Methylimidazole	up	YIL005W
722	45Methylimidazole	up	YDR476C
732	45Methylimidazole	up	YOR018W
742	45Methylimidazole	up	YDR306C
752	45Methylimidazole	up	YMR135C
762	45Methylimidazole	up	YLR387C
772	45Methylimidazole	up	YNL119W
782	45Methylimidazole	up	YER024W
792	45Methylimidazole	up	YFR008W
802	45Methylimidazole	up	YBL098W
815	45Methylimidazole	up	YGR015C
822	45Methylimidazole	up	YNL318C
832	45Methylimidazole	up	YMR210W
842	45Methylimidazole	up	YDR483W
852	45Methylimidazole	up	YKL191W
862	45Methylimidazole	up	YPR195C
872	45Methylimidazole	up	YBL082C
882	45Methylimidazole	up	YJR047C
892	45Methylimidazole	up	YJL134W
902	45Methylimidazole	up	YIL162W
915	45Methylimidazole	up	YGL139W
922	45Methylimidazole	up	YBR172C
932	45Methylimidazole	up	YLR412W
942	45Methylimidazole	up	YCL042W
952	45Methylimidazole	up	YJR014W
962	45Methylimidazole	up	YEL047C
972	45Methylimidazole	up	YBR180W
982	45Methylimidazole	up	YOR367W
992	45Methylimidazole	up	YNL316C
1002	45Methylimidazole	up	YER175C
1015	45Methylimidazole	up	YCR102W-A
1022	45Methylimidazole	up	YBR184W
1032	45Methylimidazole	up	YBR186W
1043	45Methylimidazole	up	YJL101C
1053	45Methylimidazole	up	YJR120W
1063	45Methylimidazole	up	YOL035C
1073	45Methylimidazole	up	YLR402W
1083	45Methylimidazole	up	YHL027W
1093	45Methylimidazole	up	YNL203C
1106	45Methylimidazole	up	YDL149W
1116	45Methylimidazole	up	YPR184W
1123	45Methylimidazole	up	YDR305C
1133	45Methylimidazole	up	YGR011W
1143	45Methylimidazole	up	YMR114C
1153	45Methylimidazole	up	YOL037C
1163	45Methylimidazole	up	YBR294W
1172	45Methylimidazole	up	YDR291W
1182	45Methylimidazole	up	YBL075C
1192	45Methylimidazole	up	YJL051W
1202	45Methylimidazole	up	YDL048C
1216	45Methylimidazole	up	YDL170W
1223	45Methylimidazole	up	YDL191W
1233	45Methylimidazole	up	YOR014W
1243	45Methylimidazole	up	YOL082W
1252	45Methylimidazole	up	YBL059W
1262	45Methylimidazole	up	YPL181W
1272	45Methylimidazole	up	YJL128C
1282	45Methylimidazole	up	YOR339C
1292	45Methylimidazole	up	YOR044W
1302	45Methylimidazole	up	YOL129W
1315	45Methylimidazole	up	YJR096W
1322	45Methylimidazole	up	YLR428C
1332	45Methylimidazole	up	YDL175C
1342	45Methylimidazole	up	YMR241W
1352	45Methylimidazole	up	YDR262W
1362	45Methylimidazole	up	YFR040W
1372	45Methylimidazole	up	YKR099W
1382	45Methylimidazole	up	YJR005W
1392	45Methylimidazole	up	YAL053W
1402	45Methylimidazole	up	YKL077W
1415	45Methylimidazole	up	YPL158C
1422	45Methylimidazole	up	YKL067W
1432	45Methylimidazole	up	YAL068C
1442	45Methylimidazole	up	YCL061C
1452	45Methylimidazole	up	YBR271W
1462	45Methylimidazole	up	YDR185C
1472	45Methylimidazole	up	YJR031C
1482	45Methylimidazole	up	YOR381W
1492	45Methylimidazole	up	YHL032C
1502	45Methylimidazole	up	YNL326C
1515	45Methylimidazole	up	YLR057W
1522	45Methylimidazole	up	YOR035C
1532	45Methylimidazole	up	YAL024C
1542	45Methylimidazole	up	YKL046C
1552	45Methylimidazole	up	YER132C
1562	45Methylimidazole	up	YDR161W
1572	45Methylimidazole	up	YMR156C
1582	45Methylimidazole	up	YPL056C
1592	45Methylimidazole	up	YEL023C
1602	45Methylimidazole	up	YAL005C
1615	45Methylimidazole	up	YLR401C
1622	45Methylimidazole	up	YBL067C
1632	45Methylimidazole	up	YKL044W
1642	45Methylimidazole	up	YER176W
1652	45Methylimidazole	up	YNL082W
1662	45Methylimidazole	up	YJL068C
1672	45Methylimidazole	up	YJL020C
1682	45Methylimidazole	up	YJL149W
1692	45Methylimidazole	up	YFL055W
1702	45Methylimidazole	up	YPL203W
1715	45Methylimidazole	up	YNR066C
1722	45Methylimidazole	up	YPL014W
1732	45Methylimidazole	up	YNL302C
1742	45Methylimidazole	up	YER078C
1752	45Methylimidazole	up	YBR269C
1762	45Methylimidazole	up	YLR380W
1772	45Methylimidazole	up	YMR068W
1782	45Methylimidazole	up	YDR126W
1792	45Methylimidazole	down	YKR053C
1802	45Methylimidazole	down	YOR016C
1815	45Methylimidazole	down	YGR077C
1107	4OHAcetophenone	up	YIR018W
249	4OHAcetophenone	up	YDR312W
315	4OHAcetophenone	up	YGR106C
415	4OHAcetophenone	up	YIR024C
515	4OHAcetophenone	up	YOL150C
615	4OHAcetophenone	up	YLR281C
716	4OHAcetophenone	up	YPL072W
816	4OHAcetophenone	up	YML018C
916	4OHAcetophenone	up	YCR085W
1016	4OHAcetophenone	up	YLR269C
1117	4OHAcetophenone	up	YPL244C
1217	4OHAcetophenone	up	YOR126C
1316	4OHAcetophenone	up	YJL106W
